Advertiser_ID,Advertiser_Name,Public_IDs_List,Regions,Elections,Total_Creatives,Spend_USD,Spend_EUR,Spend_INR,Spend_BGN,Spend_HRK,Spend_CZK,Spend_DKK,Spend_HUF,Spend_PLN,Spend_RON,Spend_SEK,Spend_GBP,Spend_ILS,Spend_NZD,Spend_TWD,Spend_AUD
AR342656201726623744,JASON NICHOLS FOR CONGRESS,FEC ID C00660977,US,US-Federal,4,300,300,23500,550,2100,7000,2000,90000,1200,1275,3000,250,1250,400,9000,450
AR342669120988250112,TRAVIS OLER FOR US SENATE,EIN ID 83-3789057,US,US-Federal,13,200,200,17750,450,1700,6000,1500,75000,1000,1050,2250,200,750,400,9000,300
AR342793984277479424,"A BETTER WISCONSIN TOGETHER, INC.",EIN ID 84-3646174,US,US-Federal,21,224300,190550,16498500,372725,1441100,5142000,1418500,68910000,860900,927225,1980000,172600,762500,337600,6489000,313800
AR343012374774546432,DEVIN CARROLL,,US,US-Federal,2,1000,850,75250,1650,6400,22000,6500,300000,3800,4125,8250,750,3250,1400,30000,1350
AR343251587273064448,Savo-Karjalan vihreät ry,,"EU, FI",EU-Parliament,24,100,100,6750,175,700,2000,500,30000,400,450,750,100,250,200,3000,150
AR343297423164047360,SC MOMIROV E-COMMERCE SRL,,"EU, HU, RO",EU-Parliament,182,6800,5750,504750,11275,43600,153000,43000,2077500,25800,28050,59250,5200,23250,10000,198000,9450
AR343364768251248640,CAMPAIGN FUND OF GRETCHEN PIPER GRETCHEN PIPER FOR MINNESOTA SENATE % GRETCHEN PIPER,EIN ID 85-1077867,US,US-Federal,17,12600,10800,935000,21100,81700,294000,80500,3952500,49600,52575,111750,9750,43000,19000,363000,17850
AR34365098487185408,COMMITTEE TO ELECT SHELLY A. HARRIS,EIN ID 46-2938484,US,US-Federal,3,7500,6700,550750,13125,50500,173000,50000,2265000,29100,32325,72000,5900,26750,12000,225000,11700
AR343672562787549184,ROMANCHUK FOR OHIO,EIN ID 45-4122266,US,US-Federal,15,5000,4550,360500,8925,34000,116000,34000,1522500,19500,21750,48750,3900,17500,7800,153000,7500
AR343944485756993536,PENNSYLVANIA FAMILY COUNCIL,EIN ID 25-1777977,US,US-Federal,7,2100,1800,154250,3500,13500,49000,13500,645000,8100,8700,18750,1600,7250,3200,60000,3000
AR343993345304952832,Ganas Grzegorz Sienkiewicz,,"EU, PL",EU-Parliament,32,300,300,23000,575,2200,8000,2000,97500,1300,1425,3000,250,1250,600,9000,450
AR344081993429942272,Βασίλειος Διγαλάκης,,"EU, GR",EU-Parliament,23,500,450,33250,850,3200,11000,3000,142500,1800,2025,4500,400,1750,800,15000,750
AR344103914943021056,PARTIDUL MISCAREA POPULARA,,"BE, DE, ES, EU, FR, HU, IE, IT, PL, RO",EU-Parliament,168,17100,14450,1259250,28225,108900,385000,107500,5197500,64600,70200,149250,13150,58250,25200,495000,23550
AR344139923948830720,FRIENDS OF JON MORGAN,Registered in New Hampshire 09001426,US,US-Federal,78,800,650,57750,1300,5100,18000,5000,240000,3000,3225,6750,600,2750,1200,24000,1050
AR344197991906672640,KW Wiosna Roberta Biedronia,,"EU, PL",EU-Parliament,68,3500,3150,245750,6175,23400,81000,23500,1027500,13600,15000,33750,2800,12750,5400,111000,5100
AR344531556246749184,NEIGHBORS FOR SYDNEY,EIN ID 84-3817953,US,US-Federal,17,3000,2650,212250,5200,19800,67000,20000,900000,11400,12750,27750,2300,10250,4400,87000,4350
AR344533274233667584,ANGELA A. BREWER,Registered in Texas 00083454,US,US-Federal,18,4800,4100,357000,8075,31200,112000,30500,1500000,18800,20100,42750,3750,16500,7200,138000,6750
AR344616493519994880,TERM LIMITS SUPERPAC,EIN ID 83-2072104,US,US-Federal,22,52500,47850,3792500,93625,357500,1214000,357500,16192500,206600,230175,507000,40750,181000,83400,1587000,79800
AR344625495771447296,ROSILICIE OCHOA BOGH FOR SENATE 2020,Registered in California,US,US-Federal,15,2100,1950,153750,3800,14500,49000,14500,660000,8400,9300,20250,1650,7500,3400,66000,3300
AR344627832233656320,FRIENDS OF KEVIN THOMAS FOR SENATE,Registered in New York A22271,US,US-Federal,1,3700,3100,269750,6100,23500,84000,23000,1125000,14000,15150,32250,2850,12750,5600,108000,5100
AR344734278703120384,STATE TEA PARTY EXPRESS,FEC ID C90014762,US,US-Federal,104,37300,32650,2733000,63875,242700,844000,243500,10560000,140700,152325,338250,28850,137500,56800,1152000,52350
AR344944629021409280,FRIENDS OF MAGGIE HANSFORD,EIN ID 83-0884826,US,US-Federal,5,700,600,46750,1150,4400,15000,4500,195000,2500,2850,6000,500,2250,1000,21000,900
AR344946965483618304,INTEGRITY FIRST PAC,FEC ID C00632562,US,US-Federal,3,68600,58750,5089000,114900,444800,1597000,437500,21532500,270400,285975,609750,52900,233750,103400,1959000,97200
AR345005995514134528,BOLLIER FOR KANSAS,EIN ID 84-3277099,US,US-Federal,27,395700,344550,29282250,673975,2596200,9164000,2567500,121372500,1534200,1668000,3609000,308150,1361000,608000,11658000,567000
AR34503980549668864,JERMAINE FOR HOUSE,Registered in Arizona 823806055,US,US-Federal,56,4000,3350,291250,6575,25500,91000,25000,1222500,15300,16350,35250,3050,13500,6000,114000,5550
AR345065850178371584,FREE THE PEOPLE FIGHT THE POWER FOUNDATION,EIN ID 47-5598652,US,US-Federal,18,13000,11550,926250,22550,85800,299000,86000,3825000,50000,54825,121500,10200,46000,19800,396000,18750
AR345112991739412480,COMMON SENSE FOR THE COMMON GOOD,EIN ID 85-2859356,US,US-Federal,24,21200,18000,1560250,35175,136300,490000,134000,6570000,82400,87675,186750,16300,71750,31800,606000,29850
AR345317019865841664,KATHY MANNING FOR CONGRESS,FEC ID C00662577,US,US-Federal,24,17200,15150,1236500,29625,112900,389000,113000,5055000,65400,71625,159000,13250,60500,26200,522000,24600
AR345330420163805184,Kalpesh Mehta,,IN,IN-General,4,0,0,750,25,100,0,0,0,0,75,0,0,0,0,0,0
AR345347325155082240,VOTE STACY HALL,EIN ID 84-4735878,US,US-Federal,6,900,850,71500,1650,6400,23000,6500,300000,3800,4125,9000,750,3250,1600,27000,1350
AR345361000330952704,COMMITTEE TO ELECT KIMBERLY BIZON,FEC ID C00666594,US,US-Federal,53,2900,2550,215250,5000,19000,67000,19000,847500,11200,12000,26250,2250,10500,4400,90000,4050
AR345426421272805376,European Parliament,,"AT, BE, BG, CY, CZ, DE, DK, EE, ES, EU, FI, FR, GB, GR, HR, HU, IE, IT, LT, LU, MT, NL, PL, PT, RO, SE, SI, SK",EU-Parliament,337,65500,58400,4614250,114225,432900,1504000,436000,18945000,251500,278025,630000,50700,234250,99600,2040000,94350
AR345571350649241600,Vrijheidsfonds,,"BE, EU",EU-Parliament,6,15400,12700,1130750,24825,95800,333000,94500,4552500,57100,61800,129000,11400,50000,21600,435000,20250
AR345590798261157888,AMERICAN ASSOCIATION OF NURSE ANESTHETISTS SEPARATE SEGREGATED  FUND (CRNA-PAC),FEC ID C00173153,US,US-Federal,12,41400,36400,3034750,71175,270600,941000,271500,11767500,157100,169650,377250,32150,153250,63000,1281000,58050
AR3456520960344064,ASHLEY AUNE FOR MISSOURI,Registered in Missouri C201180,US,US-Federal,4,3300,2800,243750,5500,21300,77000,21000,1027500,12900,13725,29250,2550,11250,5000,96000,4650
AR345765070854160384,SPÖ-Landesorganisation Burgenland,,"AT, EU, HU, SK",EU-Parliament,84,29800,26750,2108750,52300,198700,684000,200000,8850000,114600,127500,283500,23150,104500,45400,912000,43200
AR34578884779311104,JOHN L KUEMPEL CAMPAIGN,EIN ID 27-3893259,US,US-Federal,20,2800,2450,206500,4850,18400,64000,18500,802500,10700,11550,25500,2200,10500,4200,87000,3900
AR345815029913747456,HARRINGTON FOR SENATE ELECTION CAMPAIGN FUND,FEC ID C00741124,US,US-Federal,1,500,400,36750,825,3200,11000,3000,157500,1900,2100,4500,400,1750,800,15000,750
AR345833240575082496,CITIZENS FOR ANN GILLESPIE,EIN ID 82-2483726,US,US-Federal,3,1700,1500,124500,2925,11100,38000,11000,480000,6400,6975,15750,1300,6250,2600,51000,2400
AR345890346460250112,THE SILICON VALLEY ORGANIZATION PAC,EIN ID 77-0097252,US,US-Federal,1,400,400,30750,750,2800,10000,3000,127500,1600,1800,3750,350,1500,600,12000,600
AR346096573609934848,KYLE HORTON FOR CONGRESS,FEC ID C00639773,US,US-Federal,1,2100,1850,154000,3600,13700,48000,13500,600000,8000,8550,18750,1650,7750,3200,66000,3000
AR346192918316318720,MORGAN HARPER FOR CONGRESS,FEC ID C00710566,US,US-Federal,3,9300,8450,666750,16575,63100,214000,63500,2842500,36200,40500,89250,7150,32250,14400,282000,13800
AR346269196935495680,MICHIGAN REPUBLICAN PARTY,FEC ID C00041160,US,US-Federal,154,368100,317550,26955750,621075,2381500,8405000,2366500,108832500,1408700,1511325,3293250,283400,1303250,555000,10953000,515550
AR346305343380258816,ILLINOIS REPUBLICAN PARTY,EIN ID 36-1257659,US,US-Federal,9,4300,3700,315750,7275,28200,100000,28000,1312500,16600,18075,39750,3350,15000,6600,126000,6300
AR346442919772684288,"WINNING FOR WOMEN, INC. PAC",FEC ID C00646703,US,US-Federal,5,4800,4150,332250,8125,30700,106000,31000,1335000,17700,19200,42750,3700,17750,7200,147000,6600
AR346472950184017920,EDWARD E BERGER FOR STATE SENATE DISTRICT 34,EIN ID 47-5118650,US,US-Federal,8,5100,4450,380250,8725,33500,118000,33500,1537500,19700,21375,46500,4000,17750,7800,153000,7200
AR346486934597533696,Izquierda En Positivo,,"ES, EU",EU-Parliament,2,300,200,19250,425,1700,6000,1500,75000,1000,1050,2250,200,750,400,6000,300
AR346490336211632128,Welsh Labour,,"EU, GB",EU-Parliament,64,15300,13800,1089250,27000,102700,352000,103000,4575000,59200,65925,145500,11700,53250,23400,465000,22350
AR346649627958706176,JOHN CARTER FOR CONGRESS,FEC ID C00371203,US,US-Federal,83,48200,42250,3535000,82625,314800,1096000,315000,13875000,183100,198375,440250,37350,175000,73800,1476000,68250
AR346749477358403584,DENNIS CROSBY,,US,US-Federal,1,0,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0
AR347222473516777472,MIKE MILLER FOR CONGRESS,FEC ID C00648816,US,US-Federal,3,300,200,18500,425,1600,6000,1500,75000,1000,1050,2250,200,1000,400,9000,300
AR347395096842338304,PETE AGUILAR FOR CONGRESS,FEC ID C00510461,US,US-Federal,28,112600,98000,8271000,191650,727500,2531000,731000,31665000,421200,457275,1014000,86350,412000,171600,3480000,158250
AR3474456743772160,MIKIE SHERRILL FOR CONGRESS,FEC ID C00640003,US,US-Federal,38,67800,58700,4969250,114775,441000,1557000,437500,20377500,260500,281625,613500,52550,236250,103200,2010000,96000
AR347568819679526912,FINKENAUER FOR CONGRESS,FEC ID C00637074,US,US-Federal,88,111400,96000,8154750,187775,718700,2526000,715500,32625000,422000,456300,997500,85850,395500,168400,3339000,155550
AR347703784731836416,BECCHI FOR CONGRESS,EIN ID 84-2216729,US,US-Federal,45,3800,3350,268750,6575,25100,87000,25000,1125000,14600,16050,35250,3000,13250,5800,114000,5400
AR34770955716788224,"TBP PRODUCTIONS, LLP",EIN ID 26-2585764,US,US-Federal,2,1700,1400,114750,2775,10500,37000,10500,457500,6100,6600,15000,1250,6000,2400,51000,2250
AR347776283779792896,OHIO PROSPERITY FUND,EIN ID 84-2007418,US,US-Federal,1,10500,8950,770000,17475,67600,243000,66500,3232500,40400,43575,93750,8100,35750,15800,303000,14700
AR347872284888793088,COFFMAN FOR CONGRESS 2018,FEC ID C00629287,US,US-Federal,14,16100,13900,1167500,27175,103300,357000,103500,4515000,59800,64575,145500,12400,58250,24600,498000,22500
AR347905270237626368,HERITAGE ACTION FOR AMERICA,FEC ID C90013525,US,US-Federal,151,57600,49650,4194500,97100,368800,1277000,370500,16065000,213300,231375,513750,44050,209000,87000,1770000,79950
AR348170664856780800,KRISTINE REEVES FOR CONGRESS,FEC ID C00733386,US,US-Federal,1,500,450,36500,900,3400,12000,3500,157500,2000,2175,5250,400,1750,800,15000,750
AR34835208427536384,BRANDON CHAFEE,EIN ID 85-0522788,US,US-Federal,5,700,650,54500,1225,4800,17000,4500,232500,2900,3075,6750,550,2500,1200,21000,1050
AR348429943442505728,ELECT AARON LIEBERMAN,Registered in Arizona 201800550,US,US-Federal,3,7300,6250,540250,12225,47200,169000,46500,2265000,28300,30450,65250,5650,25000,11000,213000,10200
AR348462516474478592,POLICON Politik- und Kommunikationsberatungs GmbH,,"AT, EU",EU-Parliament,3,200,150,12750,300,1200,4000,1000,52500,700,750,1500,150,500,200,6000,300
AR348473030554419200,TODD GLORIA FOR MAYOR 2020,EIN ID 83-2885141,US,US-Federal,5,3000,2750,215250,5375,20500,69000,20500,930000,11800,13125,29250,2300,10250,4800,90000,4500
AR348583050436673536,REPUBLICAN PARTY OF FLORIDA,FEC ID C00099259,US,US-Federal,7,39700,33750,2926250,66025,255800,919000,251500,12337500,154700,164475,350250,30550,134500,59800,1137000,55950
AR348603803718647808,Lalit Mohan Yadav,,IN,IN-General,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AR348630054558760960,FLORIDA EDUCATION ASSOCIATION,EIN ID 59-3685521,US,US-Federal,5,99800,84550,7325750,165375,638400,2272000,629000,30397500,378000,411225,880500,77350,341500,149400,2898000,137850
AR348658092105269248,BRONIN FOR HARTFORD,EIN ID 83-3209843,US,US-Federal,4,5800,5300,418250,10325,39000,136000,39500,1732500,23000,24975,56250,4800,20500,9200,183000,8700
AR348694719586369536,CLAUDIA TENNEY FOR CONGRESS,FEC ID C00632828,US,US-Federal,10,10200,8900,739250,17450,66300,230000,66500,2880000,38400,41550,92250,7850,37500,15400,315000,14250
AR348804120993333248,EUpositive.sk,,"EU, SK",EU-Parliament,27,700,650,52250,1300,5000,17000,5000,217500,2900,3225,7500,600,2750,1200,24000,1050
AR348815665865424896,ARIZONA DEMOCRATIC PARTY,EIN ID 86-0125308,US,US-Federal,23,75300,65700,5512500,128450,490000,1713000,490000,21682500,286300,308625,679500,58050,273750,113600,2289000,105150
AR348847482983153664,Dr. Frank Nopper,,"DE, EU",EU-Parliament,1,300,250,20000,450,1700,6000,1500,82500,1000,1125,2250,200,1000,400,9000,300
AR3489643748130816,D66,,"AT, BE, BG, CZ, DE, DK, EE, ES, EU, FR, GR, HR, HU, IE, IT, LU, NL, PL, PT, RO, SE, SK",EU-Parliament,1828,203700,171000,14902000,334525,1289800,4501000,1273000,60825000,766400,830775,1758000,153300,679250,295200,5850000,275250
AR349031170144468992,CULBERSON FOR CONGRESS,FEC ID C00343236,US,US-Federal,7,4700,4150,346000,8100,30800,107000,31000,1335000,17800,19275,42750,3650,17500,7200,147000,6600
AR349245231314501632,Octopus Advertising SRL,,"EU, RO",EU-Parliament,20,1300,1100,94750,2150,8300,30000,8000,397500,5000,5325,11250,1000,4500,2000,39000,1800
AR349464034128429056,EQUALITY CALIFORNIA POLITICAL ACTION COMMITTEE,Registered in California 1254010,US,US-Federal,10,3700,3100,268750,6075,23500,85000,23000,1125000,14100,15150,32250,2800,12500,5600,105000,5100
AR349521071294119936,DETTELBACH FOR OHIO,EIN ID 81-3663077,US,US-Federal,5,3900,3450,286750,6775,25700,89000,26000,1117500,14900,16125,36000,3050,14500,6000,120000,5550
AR349567113343533056,BLACKCLOUD FOR IOWA HOUSE,Registered in Iowa,US,US-Federal,20,14100,12050,1046750,23600,91400,329000,90000,4417500,55500,58725,125250,10900,48000,21200,405000,19950
AR349830858695245824,EQUALITY CALIFORNIA,EIN ID 95-4708781,US,US-Federal,10,6900,6200,489000,12125,45800,160000,46500,2017500,26800,29325,66000,5750,24250,10600,216000,10200
AR349937923640000512,DEMOCRATIC ACTION,FEC ID C00562983,US,US-Federal,3,3600,3100,266750,6075,23500,84000,23000,1125000,14100,15150,33000,2850,12500,5600,105000,5100
AR34994019138273280,TONY FOR COUNTY EXECUTIVE INC,EIN ID 83-3809358,US,US-Federal,1,2200,2050,159500,3975,15100,52000,15000,675000,8800,9675,21750,1800,8000,3600,69000,3300
AR350053372360916992,M'LISSA CLARK,,US,US-Federal,23,700,600,53750,1225,4700,17000,4500,225000,2800,3000,6750,550,2500,1000,21000,1050
AR350127177078931456,FIFTH INFLUENCE INC,EIN ID 83-0563019,US,US-Federal,1,200,150,12250,300,1200,4000,1000,52500,700,750,1500,150,750,200,6000,300
AR350209296853630976,BETO FOR AMERICA,FEC ID C00699090,US,US-Federal,212,681600,606200,47437500,1185725,4494700,15579000,4525000,194362500,2606800,2879850,6408750,528150,2442000,1020000,21126000,973950
AR350212320510607360,Open VLD,,"BE, EU, NL",EU-Parliament,892,59400,53100,4156000,103825,393800,1367000,396500,17257500,228300,252675,571500,46300,212750,90600,1854000,85800
AR350427549911744512,"NO LABELS ACTION, INC.",FEC ID C00680983,US,US-Federal,32,342600,296200,25121500,579300,2198100,7618000,2209000,96090000,1273900,1380150,3084750,261650,1240250,525000,10557000,480000
AR350443355391393792,DESI FOR CONGRESS,FEC ID H0TX24233,US,US-Federal,11,600,550,41500,1025,3900,13000,4000,180000,2300,2550,5250,450,2000,800,18000,900
AR350471805254762496,"PARTNERSHIP FOR AMERICA'S HEALTH CARE FUTURE, INC",EIN ID 83-0939222,US,US-Federal,13,73900,65850,5136250,128850,489100,1696000,492000,21270000,282600,312975,698250,57600,266500,111400,2310000,105750
AR350559078990217216,FRIENDS OF KERRY W. GIBSON,FEC ID C00734640,US,US-Federal,6,1500,1300,108000,2550,9800,34000,9500,450000,5700,6300,13500,1150,5000,2200,42000,2100
AR350606839026548736,SHANNON RUSSELL,,US,US-Federal,3,100,100,10250,250,900,3000,1000,37500,500,600,1500,100,500,200,3000,150
AR350656935525089280,COLORADANS FOR RESPONSIBLE ENERGY DEVELOPMENT,EIN ID 46-3501403,US,US-Federal,3,1600,1400,112500,2775,10600,36000,10500,472500,6100,6750,15000,1200,5500,2400,48000,2250
AR35080399520530432,KYLE SMITH VOTE FOR,EIN ID 84-4929414,US,US-Federal,11,100,50,5750,125,500,2000,500,22500,300,300,750,50,250,200,3000,150
AR350812378981466112,EDUCATORS SUPPORTING TONY THURMOND FOR SUPERINTENDENT OF PUBLIC  INSTRUCTION 2018 SPONSORED BY TEACHERS ORGANIZATION,EIN ID 82-5356734,US,US-Federal,20,68100,59700,4972750,116750,443800,1541000,445500,19230000,257200,278250,616500,52300,251250,102400,2094000,94650
AR350857939994542080,"WORKING FAMILIES ORGANIZATION, INC.",EIN ID 20-4994004,US,US-Federal,2,600,500,42500,950,3700,13000,3500,180000,2300,2400,5250,450,2000,800,15000,750
AR350946519400054784,RADINOVICH FOR CONGRESS,FEC ID C00671032,US,US-Federal,38,6700,5850,486000,11425,43400,150000,43500,1890000,25100,27150,60750,5200,24500,10200,207000,9300
AR351183464155840512,NEA DEMOKRATIA,,"BG, DE, EU, GR, IT, RO",EU-Parliament,482,731000,648950,50775250,1269475,4808800,16625000,4845500,210127500,2771600,3075075,6912750,575450,2621750,1107200,22824000,1051800
AR351205591827349504,FRIENDS OF ERIC MOYER,FEC ID C00729137,US,US-Federal,45,200,250,17750,450,1700,6000,1500,75000,1000,1050,2250,200,750,400,9000,300
AR351655360802586624,"NO ON PROP 21: CALIFORNIANS FOR RESPONSIBLE HOUSING, A COALITION OF SENIORS, VETERANS, AFFORDABLE HOUSING ADVOCATES, LABOR & SOCIAL JUSTICE ORGANIZATIONS, SPONSORED BY CALIFORNIA APARTMENT ASSOCIATION",Registered in California 1421884,US,US-Federal,37,185000,157600,13629250,308225,1192800,4280000,1173000,57255000,717000,767775,1639500,142950,629750,279200,5331000,260550
AR351681817801129984,TWGG LLC,EIN ID 47-4204366,US,US-Federal,1581,5400,4900,382250,9550,36300,124000,36500,1620000,20900,23250,51750,4250,19000,8400,165000,7950
AR351743527891238912,CALIFORNIANS ALLIED FOR PATIENT PROTECTION INDEPENDENT EXPENDITURE ACCOUNT,EIN ID 68-0272635,US,US-Federal,1,8400,7600,609750,14850,56800,193000,57000,2565000,32900,36525,81000,6550,29250,13400,255000,12900
AR351821249619427328,CASEY ASKAR FOR CONGRESS,EIN ID 84-5174012,US,US-Federal,8,2700,2450,205500,4750,18300,65000,18000,847500,10900,11700,25500,2150,9500,4200,81000,4050
AR352083414423175168,MARIO DIAZ-BALART FOR CONGRESS,FEC ID C00376087,US,US-Federal,32,16200,14150,1184750,27650,105100,365000,105500,4575000,61000,65925,146250,12450,59500,24600,498000,22650
AR352100113256022016,JOSH STEIN FOR ATTORNEY GENERAL,EIN ID 47-5040088,US,US-Federal,13,328500,279750,24198250,547150,2115600,7577000,2082500,101535000,1269300,1362225,2916750,254200,1122500,494800,9483000,460500
AR352116399772008448,ALEX MOONEY FOR CONGRESS,FEC ID C00629949,US,US-Federal,50,1500,1300,106500,2550,9700,34000,9500,420000,5600,6075,13500,1150,5500,2200,45000,2100
AR352247928850481152,FDP Landesverband Hamburg,,"DE, EU",EU-Parliament,52,10500,9600,752500,18775,71500,241000,71500,3232500,40900,45900,101250,8100,36250,16200,318000,15600
AR352295688886812672,ZACHARY MONAHAN,,US,US-Federal,10,4100,3650,309750,7150,27600,97000,27000,1275000,16200,17625,38250,3300,14250,6400,123000,6000
AR352527273523412992,"YES ON PROP 25, A COALITION OF JUSTICE REFORM AND LABOR ORGANIZATIONS",EIN ID 84-3779034,US,US-Federal,14,156000,132900,11530000,259875,1006500,3621000,989000,48607500,609900,647250,1377750,120150,530000,234600,4464000,220200
AR352645745901305856,"ORRA SGS, INC.",EIN ID 01-0667954,US,US-Federal,599,100700,88900,7469750,173925,669300,2388000,662500,30960000,398300,427050,930750,79350,354250,157400,2997000,146400
AR35267453936205824,FRIENDS OF VIKKI,Registered in Oregon 20022,US,US-Federal,6,1700,1500,126250,2925,11300,41000,11000,540000,6800,7275,15750,1350,5750,2600,51000,2550
AR352692131548102656,VOTEVETS ACTION FUND,EIN ID 51-0596352,US,US-Federal,12,187300,169400,13379250,331325,1261700,4271000,1266000,56655000,721400,810525,1785750,143600,646750,286000,5631000,274800
AR35302913186201600,ALEX MORSE FOR CONGRESS,FEC ID C00713289,US,US-Federal,21,43800,36900,3238000,72175,277900,966000,274500,13042500,162300,178575,381000,33050,148000,65800,1290000,60150
AR353180520869265408,BRAD JAYNE,,US,US-Federal,56,2000,1650,144250,3250,12600,45000,12500,607500,7600,8100,17250,1500,6750,3000,57000,2700
AR353198319213740032,MAST FOR CONGRESS,FEC ID C00632257,US,US-Federal,85,34200,29850,2425000,58400,222400,772000,222500,9832500,129000,140175,312000,26550,123500,51800,1041000,47700
AR353246560286408704,LET AMERICA VOTE PAC,FEC ID C00632398,US,US-Federal,35,38300,32400,2833500,63350,244500,860000,241000,11617500,145800,157425,333750,29250,128000,56200,1101000,52500
AR353264770947743744,FRIENDS OF KEVIN PRIOLA,EIN ID 84-5180981,US,US-Federal,4,2900,2500,217000,4900,19000,68000,18500,915000,11500,12225,26250,2250,10000,4400,84000,4200
AR353450244815454208,PUTNAM FOR CONGRESS,FEC ID C00720474,US,US-Federal,28,1800,1650,128500,3200,12200,41000,12000,547500,7000,7800,17250,1400,6250,2800,54000,2700
AR353644514776186880,COMMITTEE TO ELECT MATTHEW WINSLOW,Registered in North Carolina STAP77905C001,US,US-Federal,3,300,250,21500,475,1900,7000,2000,90000,1100,1200,2250,200,1000,400,9000,450
AR353715570715131904,FRIENDS OF RHONDA MARTIN,EIN ID 83-4632339,US,US-Federal,3,1300,1150,99250,2250,8700,31000,8500,420000,5200,5550,12000,1050,4500,2000,39000,1950
AR353832531264536576,Associazione Ricostruire,,"EU, IT",EU-Parliament,4,800,700,58500,1350,5200,18000,5000,240000,3100,3300,7500,600,2750,1200,24000,1200
AR353839815529070592,FRIENDS OF JOE WALTZ,EIN ID 84-3063169,US,US-Federal,5,2300,1950,167250,3775,14600,53000,14500,705000,8900,9375,20250,1750,7750,3400,63000,3150
AR354324219120582656,TENNESSEE JOBS NOW,EIN ID 82-3720631,US,US-Federal,30,189400,162250,13011250,317325,1199500,4198000,1209000,52650000,700000,755175,1678500,144400,688750,279400,5799000,256200
AR354387784636563456,BRUNO PORTIGLIATTI CAMPAIGN,EIN ID 82-1582389,US,US-Federal,7,5300,4500,389500,8775,33800,120000,33500,1605000,20100,21825,46500,4100,18000,8000,153000,7350
AR354460077526089728,Bechtold For Indiana,EIN ID 82-2032925,US,US-Federal,20,2200,1850,158000,3650,14000,49000,14000,637500,8200,8925,19500,1700,7750,3200,66000,3000
AR354677093633622016,VOICES FOR DEMOCRACY,Registered in Connecticut,US,US-Federal,10,1100,950,82750,1875,7200,26000,7000,345000,4400,4650,9750,850,3750,1600,33000,1500
AR35484332604784640,"REARDEN STRATEGIC, INC",EIN ID 81-2490644,US,US-Federal,41,4900,4300,358750,8450,32100,111000,32000,1395000,18600,20100,44250,3800,18250,7400,153000,6900
AR354903043273129984,FEDERATION OF STATE VOTER LEAGUES,EIN ID 38-3481677,US,US-Federal,5,18900,16000,1390500,31300,121300,436000,119000,5842500,73300,78000,165750,14500,64000,28400,543000,26700
AR35497664183271424,"CLEVELAND'S FUTURE FUND, LLC",EIN ID 85-3090082,US,US-Federal,5,2900,2450,212500,4800,18600,67000,18500,900000,11300,11925,25500,2200,9750,4400,81000,4050
AR355032785645207552,YOUNG AMERICA'S FOUNDATION,EIN ID 23-7042029,US,US-Federal,31,18700,15950,1370750,31150,120400,427000,118500,5715000,71700,77400,165000,14300,63250,28000,540000,26100
AR355055325633576960,RAUL CAMPILLO FOR CITY COUNCIL DISTRICT 7,EIN ID 83-3172132,US,US-Federal,3,900,800,67750,1525,5900,21000,6000,285000,3600,3825,8250,700,3000,1400,27000,1350
AR355119372185894912,Bündnis 90/Die Grünen Ortsverband Gütersloh Bündnis 90/Die Grünen Gütersloh,,"DE, EU",EU-Parliament,6,700,600,52750,1175,4600,16000,4500,217500,2700,2925,6000,550,2500,1000,21000,1050
AR355119921941708800,JACEY R. JETTON,Registered in Texas 00081422,US,US-Federal,3,27900,23700,2049000,46375,179400,644000,176500,8572500,107100,115575,247500,21550,95000,42200,804000,39000
AR355328966589939712,SPD Unterbezirk Kreis Soest,,"DE, EU",EU-Parliament,3,1300,1150,99000,2200,8500,30000,8500,397500,5000,5475,12000,1000,4500,2000,39000,1800
AR355460358229458944,DAN ROMANO FOR YONKERS CITY JUDGE,EIN ID 84-4211085,US,US-Federal,4,0,50,2250,50,200,1000,0,7500,100,150,0,0,0,0,0,0
AR355478087854456832,KBOULEVARD LLC,EIN ID 82-4457732,US,US-Federal,1,200,200,18000,400,1600,6000,1500,75000,900,1050,2250,200,750,400,6000,300
AR355494924126257152,RPAC OF VIRGINIA,EIN ID 54-0899688,US,US-Federal,2,4000,3550,277500,6900,26200,90000,26500,1132500,15000,16650,37500,3150,14250,6000,126000,5700
AR356017948063694848,RACHEL FOR COLORADO,Registered in Colorado 20135026579,US,US-Federal,3,900,800,67000,1525,5900,21000,6000,277500,3500,3750,8250,700,3000,1400,27000,1350
AR3560699687075840,KEVIN COMBS,,US,US-Federal,262,10000,8500,730500,16625,64100,226000,63500,3030000,37800,41250,88500,7650,34000,15000,291000,13950
AR356167000608735232,GILL FOR INDIANA,EIN ID 82-3552871,US,US-Federal,3,200,150,11000,250,1000,3000,1000,45000,600,600,1500,100,500,200,6000,150
AR356229672771518464,"YES ON MEASURE V, VOTE AFFORDABLE SAN JOSE, SUPPORTED BY MAYOR  SAM LICCARDO",EIN ID 83-1848881,US,US-Federal,4,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0
AR356276470735175680,WILDE FOR OREGON,EIN ID 82-3947734,US,US-Federal,2,1100,950,79000,1825,7000,24000,7000,300000,4000,4350,9750,850,4000,1600,33000,1500
